pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,pl_dens,pl_eqt,pl_insol,st_teff,st_mass,st_rad,st_lum,st_met,st_spectype,discoverymethod,disc_year,pl_orbincl,planet_type
TOI-654.01,TOI-654,1.527561,0.01944,0.0,0.02740472,0.21215132,3.59,794.0,65.0,3521.0,0.419,0.43,-1.60906,0.12,M2 V,Transit,2024.0,88.28,SuperEarth
TOI-2322 c,TOI-2322,20.225528,0.1362,0.0,0.05694897,0.16718737,14.69,496.8,10.15,4664.0,0.703,0.662,-0.74232,-0.12,K4,Transit,2025.0,88.98,MiniNeptune
HD 23472 e,HD 23472,7.90754,0.068,0.07,0.00226537,0.0729772,7.5,723.0,46.7,4684.0,0.67,0.71,-0.62525,-0.2,K4 V,Transit,2022.0,88.63,EarthLike
Wolf 327 b,Wolf 327,0.5734745,0.01,0.0,0.00796027,0.11062558,7.24,996.0,233.9,3542.0,0.405,0.406,-1.62986,-0.17,M2.5 V,Transit,2024.0,84.89,DesertWorld
TOI-1789 b,TOI-1789,3.208664,0.04882,,0.7,1.44,0.28,1927.0,2300.0,5991.0,1.507,2.168,0.7364,0.373,F,Transit,2021.0,78.41,HotJupiter
TOI-3331 A b,TOI-3331 A,2.0180231,0.03144,0.0,2.27,1.158,1.82,1488.0,818.5,5609.0,1.016,0.952,-0.09313,0.148,,Transit,2022.0,85.4,HotJupiter
HAT-P-66 b,HAT-P-66,2.972086,0.04363,0.09,0.783,1.59,0.242,1896.0,,6002.0,1.255,1.881,0.6149,0.035,G0,Transit,2016.0,86.2,HotJupiter
TOI-2093 c,TOI-2093,53.81149,0.257,0.0,0.04971236,0.20519261,7.0,329.0,,4426.0,0.745,0.729,-0.73565,-0.08,K5 V,Transit,2025.0,89.577,MiniNeptune
TOI-2031 A b,TOI-2031 A,5.71548654,0.066,0.076,0.8,1.267,0.49,1358.0,567.0,6490.0,1.174,1.241,0.39094,-0.24,,Transit,2025.0,88.32,HotJupiter
HAT-P-14 b,HAT-P-14,4.627669,0.0606,0.107,2.232,1.15,1.82,1570.0,,6600.0,1.386,1.468,0.563,0.11,F,Transit,2010.0,83.5,HotJupiter
HATS-11 b,HATS-11,3.6191613,0.04614,0.34,0.85,1.51,0.299,1637.0,,6060.0,1.0,1.444,0.40312,-0.39,G0,Transit,2016.0,88.31,HotJupiter
G 9-40 b,G 9-40,5.746007,0.0385,0.0,0.03681232,0.1806584,,456.0,7.2,3348.0,0.29,0.3073,-1.97102,0.04,M2.5 V,Transit,2019.0,88.57,MiniNeptune
HAT-P-13 b,HAT-P-13,2.91626,0.0427,0.021,0.853,1.271,0.498,1653.0,,5653.0,1.22,1.56,0.346,0.41,G4,Transit,2009.0,83.4,HotJupiter
TOI-257 b,TOI-257,18.38818,0.1528,0.0,0.138,0.639,0.65,1027.0,186.0,6095.0,1.407,1.867,0.63649,0.175,,Transit,2021.0,87.91,HotJupiter
Kepler-1704 b,Kepler-1704,988.88112,2.027,0.92,4.16,1.066,4.07,253.8,0.342,5746.0,1.132,1.697,0.45179,0.196,,Transit,2013.0,89.0,GasGiant
TOI-3364 b,TOI-3364,5.8768918,0.0675,0.0,1.67,1.091,1.6,1264.0,425.0,5706.0,1.186,1.419,0.28556,0.387,,Transit,2023.0,88.79,HotJupiter
TRAPPIST-1 b,TRAPPIST-1,1.51087081,0.01111,0.081,0.00267439,0.09688643,3.6,400.1,4.25,2559.0,0.0802,0.117,-3.28067,0.04,,Transit,2016.0,89.65,EarthLike
TOI-3464 b,TOI-3464,3.6515568,0.0515,0.25,1.25,1.228,0.83,1693.0,1370.0,6370.0,1.363,1.56,0.55871,0.045,,Transit,2025.0,82.89,HotJupiter
HAT-P-15 b,HAT-P-15,10.863502,0.0964,0.19,1.946,1.072,1.96,904.0,,5568.0,1.013,1.08,0.0,0.22,G5,Transit,2010.0,89.1,GasGiant
TOI-2364 b,TOI-2364,4.0197517,0.04871,0.0,0.225,0.768,0.61,1091.0,237.0,5306.0,0.954,0.886,-0.25181,0.344,,Transit,2023.0,88.98,HotJupiter
HATS-4 b,HATS-4,2.516729,0.0362,0.013,1.323,1.02,1.55,1315.0,,5403.0,1.001,0.925,-0.187,0.43,G,Transit,2014.0,88.5,HotJupiter
K2-199 b,K2-199,3.2253993,0.0382,0.02,0.02170983,0.15434053,7.2,913.0,116.2,4491.0,0.711,0.682,-0.73283,-0.01,,Transit,2018.0,88.8,DesertWorld
TOI-3235 b,TOI-3235,2.59261842,0.02709,0.029,0.665,1.017,0.78,604.0,,3388.8,0.3939,0.3697,-1.78968,0.264,M V,Transit,2023.0,88.14,GasGiant
TOI-2458 b,TOI-2458,3.73659,0.0482,0.087,0.04187794,0.25247612,3.23,1509.4,865.0,6005.0,1.05,1.31,,-0.1,F9-F9.5,Transit,2024.0,84.03,MiniNeptune
TRAPPIST-1 d,TRAPPIST-1,4.04961,0.02144,0.07,0.00129,0.06887323,4.9,288.0,1.143,2559.0,0.0802,0.117,-3.28067,0.04,,Transit,2016.0,89.75,EarthLike
TOI-2992 b,TOI-2992,3.007812,0.0434,0.089,3.33,1.227,2.23,1726.0,1484.0,6000.0,1.21,1.545,0.4456,0.084,,Transit,2025.0,86.1,HotJupiter
TOI-2095 c,TOI-2095,28.17232,0.137,0.0,0.023283,0.11865486,,297.0,1.84,3759.0,0.44,0.44,-1.45892,-0.24,M2.5 V,Transit,2023.0,89.91,EarthLike
TRAPPIST-1 c,TRAPPIST-1,2.4218233,0.01521,0.083,0.00434194,0.09421001,6.45,341.9,2.27,2559.0,0.0802,0.117,-3.28067,0.04,,Transit,2016.0,89.67,EarthLike
TOI-3023 b,TOI-3023,3.9014971,0.0505,0.0,0.62,1.466,0.245,1596.0,1084.0,5760.0,1.12,1.668,0.44404,0.085,,Transit,2023.0,88.9,HotJupiter
TOI-3135 b,TOI-3135,3.7065585,0.04756,0.24,1.03,1.218,0.7,1292.0,464.0,5890.0,1.044,0.985,0.02119,0.071,,Transit,2025.0,85.69,HotJupiter
TOI-2095 b,TOI-2095,17.66484,0.101,0.0,0.01290004,0.11151772,,347.0,3.43,3759.0,0.44,0.44,-1.45892,-0.24,M2.5 V,Transit,2023.0,89.67,EarthLike
TOI-3160 A b,TOI-3160 A,3.971281,0.0505,0.18,1.19,1.228,0.79,1539.0,933.0,6190.0,1.088,1.346,0.3784,-0.114,,Transit,2025.0,84.63,HotJupiter
TOI-269 b,TOI-269,3.6977104,0.0345,0.425,0.0276879,0.24712327,2.28,531.0,19.0,3514.0,0.3917,0.398,,-0.29,M2 V,Transit,2021.0,88.14,MiniNeptune
NGTS-27 b,NGTS-27,3.3704181,0.0446,0.0,0.593,1.396,0.266,1783.0,1680.0,5700.0,1.07,1.77,0.51375,0.0,,Transit,2024.0,86.2,HotJupiter
K2-199 c,K2-199,7.3744897,0.0662,0.03,0.03901476,0.25426041,2.9,694.0,38.6,4491.0,0.711,0.682,-0.73283,-0.01,,Transit,2018.0,87.7,MiniNeptune
HAT-P-12 b,HAT-P-12,3.2130598,0.0384,0.0,0.211,0.959,0.3192,963.0,,4650.0,0.733,0.701,-0.678,-0.29,K4,Transit,2009.0,89.0,GasGiant
HAT-P-65 b,HAT-P-65,2.6054552,0.03951,0.304,0.527,1.89,0.096,1930.0,,5835.0,1.212,1.86,0.55509,0.1,G2,Transit,2016.0,84.2,HotJupiter
TOI-519 b,TOI-519,1.2652328,0.0159,0.33,0.463,1.03,0.56,687.0,,3322.0,0.335,0.35,-1.85078,0.27,M V,Transit,2021.0,88.9,GasGiant
TOI-3474 b,TOI-3474,3.8795105,0.0502,0.13,0.61,1.309,0.337,1451.0,740.0,6020.0,1.121,1.256,0.26951,0.146,,Transit,2025.0,89.33,HotJupiter
HAT-P-16 b,HAT-P-16,2.77596,0.0413,0.036,4.193,1.289,2.42,1626.0,,6158.0,1.218,1.237,0.29447,0.17,F8,Transit,2010.0,86.6,HotJupiter
KOI-134 b,KOI-134,67.1277,0.363,0.16,1.09,1.074,,659.0,45.0,6160.0,1.407,1.667,0.62325,0.427,F9V,Transit,2025.0,89.58,GasGiant
K2-30 b,K2-30,4.09849,0.0419,0.08,0.589,1.069,0.598,1203.0,,5575.0,0.917,0.839,-0.27003,0.06,G,Transit,2016.0,85.86,HotJupiter
TOI-1803 b,TOI-1803,6.293287,0.06,0.0,0.03247035,0.26675039,2.15031,747.0,58.0,4687.0,0.756,0.715,-0.65365,0.014,,Transit,2025.0,88.9,MiniNeptune
HAT-P-18 b,HAT-P-18,5.508023,0.0559,0.084,0.197,0.995,0.25,852.0,,4803.0,0.77,0.749,-0.569,0.1,K2,Transit,2010.0,88.8,GasGiant
TOI-3593 b,TOI-3593,3.8212867,0.0481,0.105,1.78,0.984,2.31,1170.0,308.0,5550.0,1.015,0.918,-0.14146,0.384,,Transit,2025.0,88.09,HotJupiter
HD 183579 b,HD 183579,17.471278,0.1334,0.28,0.06198282,0.31670979,2.39,769.0,58.1,5788.0,1.031,0.985,0.012,-0.023,,Transit,2021.0,89.33,MiniNeptune
TOI-2382 b,TOI-2382,4.6612061,0.059,0.18,0.74,1.093,0.68,1426.0,689.0,6033.0,1.26,1.417,0.37967,0.249,,Transit,2025.0,84.11,HotJupiter
HAT-P-19 b,HAT-P-19,4.008778,0.0466,0.067,0.292,1.132,0.25,1010.0,,4990.0,0.842,0.82,-0.432,0.23,K1,Transit,2010.0,88.2,HotJupiter
NGTS-33 b,NGTS-33,2.827972,0.048,0.0,3.63,1.64,0.19,1991.0,2620.0,7437.0,1.6,1.47,0.77159,-0.11,,Transit,2024.0,83.94,HotJupiter
TOI-1853 b,TOI-1853,1.2436258,0.0213,0.03,0.23031296,0.30868106,9.74,1479.0,,4985.0,0.837,0.808,-0.43227,0.11,K2.5 V,Transit,2023.0,84.7,HotJupiter
HAT-P-20 b,HAT-P-20,2.875317,0.0361,0.015,7.246,0.867,13.78,970.0,,4595.0,0.756,0.694,-0.721,0.35,K3,Transit,2010.0,86.8,GasGiant
TOI-3682 b,TOI-3682,3.3462406,0.048,0.22,0.218,1.142,0.181,1657.0,1258.0,5703.0,1.32,1.735,0.45788,0.416,,Transit,2025.0,85.51,HotJupiter
HAT-P-21 b,HAT-P-21,4.124481,0.0494,0.228,4.063,1.024,4.68,1283.0,,5588.0,0.947,1.105,0.025,0.01,G3,Transit,2010.0,87.2,HotJupiter
KELT-6 b,KELT-6,7.8457,0.07939,0.22,0.43,1.193,0.311,1313.0,,6102.0,1.085,1.58,0.493,-0.281,F8,Transit,2014.0,88.81,HotJupiter
TOI-1803 c,TOI-1803,12.885779,0.097,0.0,0.02517081,0.38272882,0.419035,588.0,22.0,4687.0,0.756,0.715,-0.65365,0.014,,Transit,2025.0,88.48,MiniNeptune
TOI-6383 A b,TOI-6383 A,1.79058695,0.02292,0.05,1.04,1.008,1.26,745.0,51.3,3444.0,0.458,0.457,-1.48678,,M3,Transit,2024.0,88.8,GasGiant
HAT-P-22 b,HAT-P-22,3.21222,0.0414,0.016,2.147,1.08,2.11,1283.0,,5302.0,0.916,1.04,-0.114,0.24,G5,Transit,2010.0,86.9,HotJupiter
TOI-1937 A b,TOI-1937 A,0.94667944,0.01932,0.0,2.01,1.247,1.28,2097.0,3230.0,5814.0,1.072,1.08,0.0799,0.196,,Transit,2023.0,77.0,HotJupiter
TOI-3486 b,TOI-3486,2.21778105,0.03138,0.078,0.312,0.943,0.46,1190.0,334.0,4930.0,0.837,0.788,-0.4828,0.283,,Transit,2025.0,85.2,HotJupiter
GJ 3929 b,GJ 3929,2.616235,0.0252,0.0,0.00550612,0.09724345,7.3,568.0,17.3,3384.0,0.313,0.32,-1.96257,-0.02,,Transit,2022.0,88.442,EarthLike
TOI-1696 b,TOI-1696,2.50031,0.0235,0.0,0.17808352,0.28905394,9.44,533.0,13.5,3168.0,0.27,0.287,-2.12494,0.19,,Transit,2022.0,88.461,GasGiant
TOI-3523 A b,TOI-3523 A,2.30458952,0.03559,0.047,1.37,1.425,0.587,1984.0,2590.0,6450.0,1.131,1.448,0.51455,-0.366,,Transit,2025.0,88.3,HotJupiter
KELT-10 b,KELT-10,4.1662739,0.0525,,0.679,1.399,0.308,1377.0,600.0,5948.0,1.112,1.209,0.21748,0.09,G0 V,Transit,2016.0,88.61,HotJupiter
HAT-P-17 b,HAT-P-17,10.338523,0.0882,0.342,0.534,1.01,0.64,792.0,,5246.0,0.857,0.838,-0.319,0.0,K,Transit,2010.0,89.2,GasGiant
HATS-12 b,HATS-12,3.142833,0.04795,0.085,2.38,1.35,1.19,2097.0,,6408.0,1.489,2.21,0.86332,-0.1,F,Transit,2016.0,82.7,HotJupiter
TOI-2000 b,TOI-2000,3.09833,0.04271,0.0,0.0347,0.241,3.07,1488.0,628.0,5611.0,1.082,1.134,0.05956,0.439,,Transit,2023.0,84.59,MiniNeptune
TOI-1710 b,TOI-1710,24.283382,0.164,0.185,0.058,0.46,,730.0,33.0,5730.0,0.99,0.95,-0.04818,0.12,G5 V,Transit,2022.0,89.8,MiniNeptune
TOI-3540 A b,TOI-3540 A,3.119999,0.04289,0.0,1.18,2.1,0.065,1498.0,841.3,5810.0,1.081,1.228,0.19005,0.176,,Transit,2022.0,81.93,HotJupiter
HD 207496 b,HD 207496,6.441008,0.0629,0.231,0.01919275,0.2007319,3.17,743.0,72.9,4819.0,0.8,0.769,,0.095,K2.5 V,Transit,2023.0,88.79,SuperEarth
TOI-2421 b,TOI-2421,4.3474032,0.0543,0.0,0.333,0.925,0.52,1534.0,923.6,5607.0,1.131,1.75,0.436,0.19,,Transit,2022.0,86.49,HotJupiter
TOI-2000 c,TOI-2000,9.127055,0.0878,0.063,0.257,0.727,0.829,1038.0,149.0,5611.0,1.082,1.134,0.05956,0.439,,Transit,2023.0,87.86,HotJupiter
HAT-P-49 b,HAT-P-49,2.691548,0.0438,0.0,1.73,1.413,0.75,2131.0,,6820.0,1.543,1.833,0.814,0.074,F,Transit,2014.0,86.2,HotJupiter
TOI-2986 b,TOI-2986,3.2783662,0.04489,0.14,0.304,0.829,0.66,1622.0,1156.0,5906.0,1.122,1.458,0.36773,0.095,,Transit,2025.0,88.8,HotJupiter
TOI-6894 b,TOI-6894,3.37077196,0.02604,0.029,0.168,0.855,0.334,417.9,5.54,3007.0,0.207,0.2276,-2.42597,0.142,,Transit,2025.0,89.58,GasGiant
HAT-P-64 b,HAT-P-64,4.007232,0.05387,0.101,0.58,1.703,0.144,1766.0,1611.0,6457.0,1.298,1.735,0.66839,-0.113,,Transit,2021.0,88.01,HotJupiter
HATS-16 b,HATS-16,2.686502,0.03744,0.0,3.27,1.3,1.86,1592.0,,5738.0,0.97,1.238,0.17319,-0.1,G3 V,Transit,2016.0,83.53,HotJupiter
TOI-2570 b,TOI-2570,2.9887615,0.04145,0.0,0.82,1.217,0.563,1431.0,699.0,5771.0,1.063,1.095,0.07882,0.191,,Transit,2022.0,87.73,HotJupiter
TOI-532 b,TOI-532,2.3266508,0.0296,0.0,0.19350064,0.51922652,1.72,867.0,94.1,3927.0,0.639,0.612,-1.09528,0.338,,Transit,2021.0,88.08,GasGiant
CoRoT-19 b,CoRoT-19,3.89713,0.0518,0.047,1.11,1.29,0.71,2000.0,,6090.0,1.21,1.65,0.544,-0.02,F9 V,Transit,2011.0,88.0,HotJupiter
WASP-73 b,WASP-73,4.08722,0.05512,0.0,1.88,1.16,1.596,1790.0,,6036.0,1.34,2.07,0.716,0.14,F9,Transit,2014.0,87.4,HotJupiter
TOI-2796 b,TOI-2796,4.8084983,0.0569,0.0,0.44,1.54,0.15,1205.0,352.0,5764.0,1.063,1.069,0.05538,0.239,,Transit,2023.0,85.22,HotJupiter
TOI-1062 b,TOI-1062,4.11296,0.052,0.177,0.03193547,0.20207011,4.85,1077.0,232.0,5328.0,0.94,0.84,,0.14,G9 V,Transit,2021.0,85.913,MiniNeptune
TOI-2345 b,TOI-2345,1.0528573,0.01705,,0.01098077,0.13417812,5.64,1478.0,791.0,4687.0,0.727,0.729,-0.63639,-0.1,K,Transit,2025.0,86.9,DesertWorld
TOI-2803 A b,TOI-2803 A,1.96229325,0.03185,0.0,0.975,1.616,0.287,1893.0,2150.0,6280.0,1.118,1.245,0.33646,-0.105,,Transit,2023.0,89.0,HotJupiter
TOI-2567 b,TOI-2567,5.983944,0.0672,0.0,0.201,0.975,0.269,1352.0,558.0,5611.0,1.13,1.686,0.40483,0.241,,Transit,2022.0,88.3,HotJupiter
WASP-72 b,WASP-72,2.2167421,0.03708,0.0,1.5461,1.27,0.96,2210.0,,6250.0,1.386,1.98,0.724,-0.06,F7,Transit,2012.0,81.6,HotJupiter
HATS-74 A b,HATS-74 A,1.73185606,0.02384,0.044,1.46,1.032,1.64,895.1,106.9,3776.9,0.601,0.5758,-1.2161,0.514,,Transit,2021.0,87.39,GasGiant
HATS-75 b,HATS-75,2.7886556,0.032742,0.064,0.491,0.884,0.878,772.3,59.26,3790.4,0.6017,0.5848,-1.19661,0.522,,Transit,2021.0,88.07,GasGiant
WASP-64 b,WASP-64,1.5732918,0.02648,0.0,1.271,1.271,0.823,1689.0,,5400.0,1.004,1.058,-0.022,-0.08,G7,Transit,2012.0,86.57,HotJupiter
TOI-2818 b,TOI-2818,4.039709,0.0493,0.0,0.71,1.363,0.34,1376.0,598.0,5721.0,0.977,1.229,0.16435,-0.02,,Transit,2023.0,87.73,HotJupiter
TOI-6695 b,TOI-6695,80.389,0.402,0.04,0.21,0.85,0.41,599.0,,6400.0,1.338,1.517,0.54033,0.2,F5V-G0V,Transit,2025.0,90.62,GasGiant
TOI-2842 b,TOI-2842,3.5514058,0.0475,0.0,0.37,1.146,0.304,1471.0,781.8,5910.0,1.135,1.265,0.24551,0.233,,Transit,2023.0,84.42,HotJupiter
HATS-15 b,HATS-15,1.74748753,0.02712,0.126,2.17,1.105,1.97,1505.0,,5311.0,0.871,0.922,-0.20412,0.0,G9 V,Transit,2016.0,87.13,HotJupiter
WASP-121 b,WASP-121,1.2749255,0.02544,0.0,1.183,1.865,0.243,2358.0,,6459.0,1.353,1.458,0.51851,0.13,F6 V,Transit,2016.0,87.6,HotJupiter
L 98-59 e,L 98-59,12.8278,0.0712,0.012,0.00887271,,5.2,347.0,2.4,3415.0,0.2923,0.3155,-1.91364,-0.46,M3 V,Radial Velocity,2021.0,80.0,EarthLike
HATS-25 b,HATS-25,4.2986432,0.05163,0.176,0.613,1.26,0.38,1277.0,,5715.0,0.994,1.107,0.06819,0.02,G,Transit,2016.0,86.93,HotJupiter
HATS-28 b,HATS-28,3.1810781,0.04131,0.202,0.672,1.194,0.48,1253.0,,5498.0,0.929,0.922,-0.15739,0.01,G,Transit,2016.0,86.17,HotJupiter
TOI-530 b,TOI-530,6.387597,0.052,0.0,0.4,0.83,0.93,565.0,,3659.0,0.53,0.54,-1.3098,0.376,M0.5 V,Transit,2021.0,89.1,GasGiant
HATS-29 b,HATS-29,4.6058749,0.05475,0.158,0.653,1.251,0.411,1212.0,,5670.0,1.032,1.073,0.02938,0.16,G,Transit,2016.0,87.37,HotJupiter
HATS-26 b,HATS-26,3.3023881,0.04735,0.245,0.65,1.75,0.153,1918.0,,6071.0,1.299,2.04,0.70415,-0.02,F,Transit,2016.0,86.2,HotJupiter
TIC 257060897 b,TIC 257060897,3.66003639,0.04922,0.039,0.634,1.54,0.215,1775.0,,5993.0,1.187,1.863,0.60531,0.054,F,Transit,2021.0,84.55,HotJupiter
HATS-30 b,HATS-30,3.1743516,0.04354,0.096,0.706,1.175,0.543,1414.0,,5943.0,1.093,1.061,0.09691,0.06,G,Transit,2016.0,86.84,HotJupiter
TOI-559 b,TOI-559,6.9839095,0.0723,0.151,6.01,1.091,5.74,1180.0,,5925.0,1.026,1.233,0.22737,-0.069,G V,Transit,2021.0,89.08,HotJupiter
TOI-558 b,TOI-558,14.574071,0.1291,0.298,3.61,1.086,3.5,1061.0,,6466.0,1.349,1.496,0.54654,-0.004,F V,Transit,2021.0,86.24,HotJupiter
Kepler-425 b,Kepler-425,3.79701816,0.0464,0.33,0.25,0.978,0.27,1070.0,,5170.0,0.93,0.86,-0.323,0.24,K1 V,Transit,2014.0,87.02,HotJupiter
NGTS-13 b,NGTS-13,4.119027,0.0549,0.086,4.84,1.142,4.02,1605.0,1096.0,5819.0,1.3,1.788,0.5172,0.25,,Transit,2021.0,88.7,HotJupiter
GJ 806 b,GJ 806,0.9263237,0.01406,,0.00597807,0.11874407,4.4,940.0,130.0,3600.0,0.413,0.4144,-1.58528,-0.28,M1.5 V,Transit,2023.0,87.7,DesertWorld
TOI-2587 A b,TOI-2587 A,5.45664,0.0635,0.0,0.218,1.077,0.216,1445.0,728.0,5760.0,1.15,1.726,0.47129,0.13,,Transit,2023.0,84.81,HotJupiter
TOI-2583 A b,TOI-2583 A,4.5207265,0.0571,0.0,0.25,1.29,0.144,1456.0,750.9,5936.0,1.215,1.477,0.38828,0.158,,Transit,2023.0,88.16,HotJupiter
TOI-2580 b,TOI-2580,3.39775,0.048,0.08,0.63,1.55,0.22,2410.0,1730.0,6120.0,1.33,1.81,0.61595,0.26,F,Transit,2024.0,,HotJupiter
HATS-2 b,HATS-2,1.354133,0.023,0.0,1.345,1.168,1.05,1577.0,,5227.0,0.882,0.898,-0.268,0.15,K,Transit,2013.0,87.2,HotJupiter
HATS-76 b,HATS-76,1.9416423,0.02658,0.062,2.629,1.079,2.58,939.8,129.8,4016.0,0.662,0.6259,-1.0381,0.322,,Transit,2021.0,88.24,GasGiant
HATS-77 b,HATS-77,3.0876262,0.03607,0.045,1.374,1.165,1.077,828.3,78.37,4071.0,0.655,0.6428,-0.99183,0.253,,Transit,2021.0,88.44,GasGiant
HATS-27 b,HATS-27,4.637038,0.0611,0.581,0.53,1.5,0.18,1659.0,,6438.0,1.415,1.74,0.66932,0.09,F,Transit,2016.0,87.3,HotJupiter
NGTS-26 b,NGTS-26,4.5199279,0.049,0.0,0.292,1.328,0.153,1331.0,523.0,5550.0,0.96,1.16,0.10106,0.2,,Transit,2024.0,86.43,HotJupiter
BD+20 594 b,BD+20 594,41.6855,0.241,0.0,0.05128528,0.19894727,7.89,546.0,,5766.0,0.961,0.928,-0.05552,-0.15,G,Transit,2016.0,89.55,MiniNeptune
TOI-2193 A b,TOI-2193 A,2.1225735,0.03319,0.0,0.94,1.77,0.06,1763.0,1600.0,5966.0,1.082,1.248,0.25018,0.027,,Transit,2022.0,79.96,HotJupiter
TOI-2169 A b,TOI-2169 A,8.2148282,0.0896,0.045,1.037,1.116,0.92,1364.0,577.0,6270.0,1.42,1.82,0.66558,0.123,,Transit,2025.0,85.8,HotJupiter
WASP-68 b,WASP-68,5.084298,0.06206,0.0,0.95,1.24,0.665,1490.0,,5911.0,1.24,1.69,0.505,0.22,G0,Transit,2014.0,88.1,HotJupiter
K2-25 b,K2-25,3.48456408,0.0287,0.428,0.07708562,0.306,,494.0,9.91,3207.0,0.2634,0.2932,-2.08831,0.15,M4.5 V,Transit,2015.0,87.16,MiniNeptune
TOI-2152 A b,TOI-2152,3.3773512,0.05064,0.057,2.83,1.281,1.67,1802.0,,6630.0,1.516,1.612,0.65321,0.282,F4 V,Transit,2023.0,86.42,HotJupiter
Kepler-111 c,Kepler-111,224.77833,0.751,0.176,0.7,0.632,3.42,352.2,2.48,5914.0,1.118,1.145,0.15836,0.237,,Transit,2014.0,89.756,GasGiant
TIC 393818343 b,TIC 393818343,16.24921,0.1291,0.6058,4.34,1.087,4.22,805.5,2.28,5756.0,1.082,1.086,0.06744,0.318,,Transit,2024.0,89.57,GasGiant
K2-34 b,K2-34,2.995607,0.04419,0.0,1.76,1.35,0.94,1742.0,,6132.0,1.281,1.526,0.471,0.24,F9 V,Transit,2016.0,82.06,HotJupiter
TOI-500 b,TOI-500,0.548177,0.01189,0.063,0.00446782,0.10402373,4.89,1617.0,1138.0,4440.0,0.74,0.678,,0.12,K6 V,Transit,2022.0,82.09,DesertWorld
HATS-5 b,HATS-5,4.763387,0.0542,0.019,0.237,0.912,0.39,1025.0,,5304.0,0.936,0.871,-0.268,0.19,G,Transit,2014.0,89.3,HotJupiter
TOI-2977 b,TOI-2977,2.3505614,0.03386,0.0,1.68,1.174,1.28,1544.0,947.8,5691.0,0.936,1.073,0.03703,0.013,,Transit,2023.0,89.19,HotJupiter
TOI-1075 b,TOI-1075,0.6047328,0.01159,0.0,0.0313062,0.15978259,9.32,1323.0,509.2,3875.0,0.604,0.581,,-0.08,K9 V/M0 V,Transit,2022.0,84.67,DesertWorld
TOI-2134 c,TOI-2134,95.5,0.371,0.67,0.13180068,0.64858707,0.599,306.0,1.4,4580.0,0.744,0.709,-0.7167,0.12,K5 V,Transit,2023.0,,GasGiant
TOI-1064 c,TOI-1064,12.226574,0.09429,0.088,0.00786588,0.23650679,0.771906,634.0,26.8,4734.0,0.748,0.726,-0.62342,0.05,,Transit,2022.0,88.455,MiniNeptune
WASP-77 A b,WASP-77 A,1.36002854,0.02335,0.0074,1.667,1.23,1.115,1715.0,1440.0,5617.0,0.903,0.91,-0.12901,-0.1,,Transit,2012.0,88.91,HotJupiter
HAT-P-59 b,HAT-P-59,4.1419771,0.05064,0.03,1.54,1.123,1.347,1277.8,441.4,5678.0,1.008,1.1038,0.05385,0.217,,Transit,2021.0,85.18,HotJupiter
HAT-P-63 b,HAT-P-63,3.377728,0.04294,0.069,0.614,1.119,0.54,1237.0,387.4,5400.0,0.925,0.9661,-0.1463,0.251,,Transit,2021.0,88.45,HotJupiter
TOI-2236 b,TOI-2236,3.5315902,0.05009,0.0,1.58,1.282,0.93,1688.0,1356.0,6248.0,1.343,1.573,0.53275,0.119,,Transit,2022.0,83.58,HotJupiter
HAT-P-62 b,HAT-P-62,2.6453235,0.03772,0.101,0.761,1.073,0.77,1512.0,867.2,5629.0,1.023,1.17,0.09061,0.414,,Transit,2021.0,87.93,HotJupiter
WASP-76 b,WASP-76,1.80988198,0.033,0.0,0.894,1.854,0.17,2228.0,4104.0,6329.0,1.458,1.756,,0.366,F7,Transit,2016.0,89.623,HotJupiter
HAT-P-61 b,HAT-P-61,1.90231289,0.0301,0.113,1.057,0.899,1.8,1505.0,849.5,5587.0,1.004,0.938,-0.1152,0.194,,Transit,2021.0,83.62,HotJupiter
HATS-3 b,HATS-3,3.547851,0.0485,0.0,1.071,1.381,0.51,1648.0,,6351.0,1.209,1.404,0.456,-0.157,F,Transit,2013.0,86.2,HotJupiter
HAT-P-60 b,HAT-P-60,4.7947813,0.06277,0.25,0.574,1.631,0.164,1772.0,1634.0,6212.0,1.435,2.197,0.80889,0.037,,Transit,2021.0,83.75,HotJupiter
TOI-2345 c,TOI-2345,21.064302,0.1257,,0.02287398,0.21866395,2.71,544.0,14.57,4687.0,0.727,0.729,-0.63639,-0.1,K,Transit,2025.0,89.914,SuperEarth
K2-29 b,K2-29,3.2589263,0.04097,0.084,0.613,1.0,0.76,1076.0,,5222.0,0.864,0.748,-0.42713,0.0,K1 V,Transit,2016.0,87.89,HotJupiter
HAT-P-58 b,HAT-P-58,4.0138379,0.04994,0.073,0.372,1.332,0.194,1622.0,1146.0,6078.0,1.031,1.53,0.45637,-0.224,,Transit,2021.0,85.64,HotJupiter
TOI-2876 b,TOI-2876,6.2996431,0.0654,0.13,0.17,0.86,0.33,929.0,124.2,5271.0,0.939,0.873,-0.27654,0.353,,Transit,2025.0,87.13,GasGiant
TOI-2886 b,TOI-2886,1.60200105,0.02871,0.11,1.4,1.663,0.377,1978.0,2560.0,6240.0,1.229,1.241,0.32222,0.284,,Transit,2025.0,87.8,HotJupiter
TOI-2207 b,TOI-2207,8.001968,0.0854,0.174,0.64,0.995,0.8,1259.0,406.0,6101.0,1.296,1.564,0.4843,0.181,,Transit,2022.0,88.84,HotJupiter
